timestamp, temp int, temp ext, temp usr, perc resistor, perc cooler
23-01-2023 17:22:29, 36, 24, 40, 0, 0
23-01-2023 17:22:31, 35, 24, 40, 0, 0
23-01-2023 17:22:33, 35, 24, 40, 0, 0
23-01-2023 17:22:36, 35, 24, 40, 0, 0
23-01-2023 17:22:38, 35, 24, 40, 0, 0
23-01-2023 17:22:41, 35, 24, 40, 0, 0
23-01-2023 17:22:43, 35, 24, 40, 0, 0
23-01-2023 17:22:45, 35, 24, 40, 0, 0
23-01-2023 17:22:48, 34, 24, 40, 0, 0
23-01-2023 17:22:50, 34, 24, 40, 0, 0
23-01-2023 17:22:52, 34, 24, 40, 0, 0
23-01-2023 17:22:55, 34, 24, 40, 0, 0
23-01-2023 17:22:57, 34, 24, 40, 0, 0
23-01-2023 17:23:00, 34, 24, 40, 0, 0
23-01-2023 17:23:02, 34, 24, 40, 0, 0
23-01-2023 17:23:04, 34, 24, 40, 0, 0
23-01-2023 17:23:07, 34, 24, 40, 0, 0
23-01-2023 17:23:09, 34, 24, 40, 0, 0
23-01-2023 17:23:12, 34, 24, 40, 0, 0
23-01-2023 17:23:14, 34, 24, 40, 0, 0
23-01-2023 17:23:16, 34, 24, 40, 0, 0
23-01-2023 17:23:19, 34, 24, 40, 0, 0
23-01-2023 17:23:21, 34, 24, 40, 0, 0
23-01-2023 17:23:24, 34, 24, 40, 0, 0
23-01-2023 17:23:26, 34, 24, 40, 0, 0
23-01-2023 17:23:29, 34, 24, 40, 0, 0
23-01-2023 17:23:31, 34, 24, 40, 0, 0
23-01-2023 17:23:34, 34, 24, 40, 0, 0
23-01-2023 17:23:39, 34, 24, 40, 100, 0
23-01-2023 17:23:41, 34, 24, 40, 100, 0
23-01-2023 17:23:44, 34, 24, 40, 100, 0
23-01-2023 17:23:47, 34, 24, 40, 100, 0
23-01-2023 17:23:49, 34, 24, 40, 100, 0
23-01-2023 17:23:52, 34, 24, 40, 100, 0
23-01-2023 17:23:55, 34, 24, 40, 100, 0
23-01-2023 17:23:57, 34, 24, 40, 100, 0
23-01-2023 17:24:00, 34, 24, 40, 100, 0
23-01-2023 17:24:02, 34, 24, 40, 100, 0
23-01-2023 17:24:05, 34, 24, 40, 100, 0
23-01-2023 17:24:07, 34, 24, 40, 100, 0
23-01-2023 17:24:10, 34, 24, 40, 100, 0
23-01-2023 17:24:13, 34, 24, 40, 100, 0
23-01-2023 17:24:15, 34, 24, 40, 100, 0
23-01-2023 17:24:18, 34, 24, 40, 100, 0
23-01-2023 17:24:20, 34, 24, 40, 100, 0
23-01-2023 17:24:23, 35, 24, 40, 100, 0
23-01-2023 17:24:26, 35, 24, 40, 100, 0
23-01-2023 17:24:29, 35, 24, 40, 100, 0
23-01-2023 17:24:33, 35, 24, 40, 0, 40
23-01-2023 17:24:35, 35, 24, 40, 100, 0
23-01-2023 17:24:38, 36, 24, 40, 78, 0
23-01-2023 17:24:41, 36, 24, 40, 72, 0
23-01-2023 17:24:43, 36, 24, 40, 100, 0
23-01-2023 17:24:46, 36, 24, 40, 38, 0
23-01-2023 17:24:50, 36, 24, 40, 3, 0
23-01-2023 17:24:52, 37, 24, 40, 21, 0
23-01-2023 17:24:55, 37, 24, 40, 0, 40
23-01-2023 17:24:58, 37, 24, 40, 58, 0
23-01-2023 17:25:00, 37, 24, 40, 0, 53
23-01-2023 17:25:03, 38, 24, 40, 16, 0
23-01-2023 17:25:06, 38, 24, 40, 37, 0
23-01-2023 17:25:08, 38, 24, 40, 33, 0
23-01-2023 17:25:11, 38, 24, 40, 30, 0
23-01-2023 17:25:14, 38, 24, 40, 26, 0
23-01-2023 17:25:16, 38, 24, 40, 0, 40
23-01-2023 17:25:19, 39, 24, 40, 0, 65
23-01-2023 17:25:21, 39, 24, 40, 5, 0
23-01-2023 17:25:24, 39, 24, 40, 1, 0
23-01-2023 17:25:27, 39, 24, 40, 25, 0
23-01-2023 17:25:29, 39, 24, 40, 23, 0
23-01-2023 17:25:32, 39, 24, 40, 0, 40
23-01-2023 17:25:34, 39, 24, 40, 15, 0
23-01-2023 17:25:37, 40, 24, 40, 0, 40
23-01-2023 17:25:39, 40, 24, 40, 8, 0
23-01-2023 17:25:42, 40, 24, 40, 33, 0
23-01-2023 17:25:44, 40, 24, 40, 33, 0
23-01-2023 17:25:47, 40, 24, 40, 33, 0
23-01-2023 17:25:50, 40, 24, 40, 0, 40
23-01-2023 17:25:52, 40, 24, 40, 0, 51
23-01-2023 17:25:55, 40, 24, 40, 0, 40
23-01-2023 17:25:57, 40, 24, 40, 0, 0
23-01-2023 17:26:00, 40, 24, 40, 0, 0
23-01-2023 17:26:02, 40, 24, 40, 0, 0
23-01-2023 17:26:05, 40, 24, 40, 0, 0
23-01-2023 17:26:07, 40, 24, 40, 0, 0
23-01-2023 17:26:09, 40, 24, 40, 0, 0
23-01-2023 17:26:12, 40, 24,  0, 0, 0
23-01-2023 17:26:14, 40, 24,  0, 0, 0
23-01-2023 17:26:16, 40, 24,  0, 0, 0
23-01-2023 17:26:19, 40, 24, 25, 0, 100
23-01-2023 17:26:21, 40, 24, 25, 0, 100
23-01-2023 17:26:24, 40, 24, 25, 0, 100
23-01-2023 17:26:26, 40, 24, 25, 0, 100
23-01-2023 17:26:29, 40, 24, 25, 0, 100
23-01-2023 17:26:31, 40, 24, 25, 0, 100
23-01-2023 17:26:34, 39, 24, 25, 0, 100
23-01-2023 17:26:37, 39, 24, 25, 0, 100
23-01-2023 17:26:39, 39, 24, 25, 0, 100
23-01-2023 17:26:42, 38, 24, 25, 0, 100
23-01-2023 17:26:44, 38, 24, 25, 0, 100
23-01-2023 17:26:47, 37, 24, 25, 0, 100
23-01-2023 17:26:49, 37, 24, 25, 0, 100
23-01-2023 17:26:52, 37, 24, 25, 0, 100
23-01-2023 17:26:54, 36, 24, 25, 0, 100
23-01-2023 17:26:57, 36, 24, 25, 0, 100
23-01-2023 17:26:59, 35, 24, 25, 0, 100
23-01-2023 17:27:02, 35, 24, 25, 0, 100
23-01-2023 17:27:05, 34, 24, 25, 0, 100
23-01-2023 17:27:07, 34, 24, 25, 0, 90
23-01-2023 17:27:10, 34, 24, 25, 0, 100
23-01-2023 17:27:12, 33, 24, 25, 5, 0
23-01-2023 17:27:15, 33, 24, 25, 0, 54
23-01-2023 17:27:17, 33, 24, 25, 0, 100
23-01-2023 17:27:20, 32, 24, 38, 100, 0
23-01-2023 17:27:23, 32, 24, 38, 100, 0
23-01-2023 17:27:25, 32, 24, 38, 100, 0
23-01-2023 17:27:28, 32, 24, 38, 100, 0
23-01-2023 17:27:30, 31, 24, 38, 100, 0
23-01-2023 17:27:33, 31, 24, 38, 100, 0
23-01-2023 17:27:35, 31, 24, 38, 100, 0
23-01-2023 17:27:38, 31, 24, 38, 100, 0
23-01-2023 17:27:41, 31, 24, 38, 100, 0
23-01-2023 17:27:43, 31, 24, 38, 100, 0
23-01-2023 17:27:46, 31, 24, 38, 100, 0
23-01-2023 17:27:49, 31, 24, 38, 100, 0
23-01-2023 17:27:51, 31, 24, 38, 100, 0
23-01-2023 17:27:54, 31, 24, 38, 100, 0
23-01-2023 17:27:57, 31, 24, 38, 100, 0
23-01-2023 17:27:59, 31, 24, 38, 100, 0
23-01-2023 17:28:02, 32, 24, 38, 100, 0
23-01-2023 17:28:05, 32, 24, 38, 100, 0
23-01-2023 17:28:07, 32, 24, 38, 100, 0
23-01-2023 17:28:10, 32, 24, 38, 100, 0
23-01-2023 17:28:13, 32, 24, 38, 100, 0
23-01-2023 17:28:15, 33, 24, 38, 46, 0
23-01-2023 17:28:18, 33, 24, 38, 100, 0
23-01-2023 17:28:20, 33, 24, 46, 100, 0
23-01-2023 17:28:23, 33, 24, 46, 100, 0
23-01-2023 17:28:25, 34, 24, 46, 100, 0
23-01-2023 17:28:28, 34, 24, 46, 100, 0
23-01-2023 17:28:31, 34, 24, 46, 100, 0
23-01-2023 17:28:34, 34, 24, 46, 100, 0
23-01-2023 17:28:36, 35, 24, 46, 100, 0
23-01-2023 17:28:39, 35, 24, 46, 100, 0
23-01-2023 17:28:43, 36, 24, 46, 52, 0
23-01-2023 17:28:45, 36, 24, 46, 100, 0
23-01-2023 17:28:48, 36, 24, 46, 80, 0
23-01-2023 17:28:50, 37, 24, 46, 100, 0
23-01-2023 17:28:53, 37, 24, 46, 82, 0
23-01-2023 17:28:55, 38, 24, 46, 67, 0
23-01-2023 17:28:58, 38, 24, 46, 100, 0
23-01-2023 17:29:00, 39, 24, 46, 0, 40
23-01-2023 17:29:03, 39, 24, 46, 100, 0
23-01-2023 17:29:05, 39, 24, 46, 18, 0
23-01-2023 17:29:08, 40, 24, 46, 3, 0
23-01-2023 17:29:11, 40, 24, 46, 96, 0
23-01-2023 17:29:13, 41, 24, 46, 0, 40
23-01-2023 17:29:16, 41, 24, 46, 73, 0
23-01-2023 17:29:18, 41, 24, 46, 0, 41
23-01-2023 17:29:21, 42, 24, 46, 24, 0
23-01-2023 17:29:23, 42, 24, 46, 95, 0
23-01-2023 17:29:26, 42, 24, 46, 11, 0
23-01-2023 17:29:28, 42, 24, 46, 55, 0
23-01-2023 17:29:31, 43, 24, 46, 0, 40
23-01-2023 17:29:34, 43, 24, 46, 0, 68
23-01-2023 17:29:36, 43, 24, 46, 52, 0
23-01-2023 17:29:39, 44, 24, 46, 0, 40
23-01-2023 17:29:41, 44, 24, 46, 95, 0
23-01-2023 17:29:44, 44, 24, 46, 14, 0
23-01-2023 17:29:46, 44, 24, 46, 62, 0
23-01-2023 17:29:49, 44, 24, 46, 33, 0
23-01-2023 17:29:51, 44, 24, 46, 3, 0
23-01-2023 17:29:54, 44, 24, 46, 78, 0
23-01-2023 17:29:57, 45, 24, 46, 0, 100
23-01-2023 17:29:59, 45, 24, 46, 0, 71
23-01-2023 17:30:02, 45, 24, 46, 0, 0
23-01-2023 17:30:04, 45, 24, 46, 23, 0
23-01-2023 17:30:07, 45, 24, 46, 48, 0
23-01-2023 17:30:09, 45, 24, 46, 75, 0
23-01-2023 17:30:12, 45, 24, 46, 0, 40
23-01-2023 17:30:15, 45, 24, 46, 44, 0
23-01-2023 17:30:17, 45, 24, 46, 0, 63
23-01-2023 17:30:20, 46, 24, 54, 100, 0
23-01-2023 17:30:23, 46, 24, 54, 100, 0
23-01-2023 17:30:25, 45, 24, 54, 100, 0
23-01-2023 17:30:28, 45, 24, 54, 100, 0
23-01-2023 17:30:31, 46, 24, 54, 100, 0
23-01-2023 17:30:33, 46, 24, 54, 100, 0
23-01-2023 17:30:36, 46, 24, 54, 100, 0
23-01-2023 17:30:39, 46, 24, 57, 100, 0
23-01-2023 17:30:41, 46, 24, 57, 100, 0
23-01-2023 17:30:44, 46, 24, 57, 100, 0
23-01-2023 17:30:47, 47, 24, 57, 100, 0
23-01-2023 17:30:49, 47, 24, 57, 100, 0
23-01-2023 17:30:52, 47, 24, 57, 100, 0
23-01-2023 17:30:55, 48, 24, 57, 100, 0
23-01-2023 17:30:57, 48, 24, 57, 100, 0
23-01-2023 17:31:00, 48, 24, 57, 100, 0
23-01-2023 17:31:03, 48, 24, 57, 100, 0
23-01-2023 17:31:06, 49, 24, 57, 100, 0
23-01-2023 17:31:09, 49, 24, 57, 100, 0
23-01-2023 17:31:11, 49, 24, 57, 71, 0
23-01-2023 17:31:14, 49, 24, 57, 100, 0
23-01-2023 17:31:16, 50, 24, 57, 0, 48
23-01-2023 17:31:19, 51, 24, 61, 100, 0
23-01-2023 17:31:22, 51, 24, 61, 100, 0
23-01-2023 17:31:24, 51, 24, 61, 100, 0
23-01-2023 17:31:27, 51, 24, 61, 100, 0
23-01-2023 17:31:30, 52, 24, 61, 100, 0
23-01-2023 17:31:32, 52, 24, 61, 100, 0
23-01-2023 17:31:35, 52, 24, 61, 100, 0
23-01-2023 17:31:38, 53, 24, 61, 63, 0
23-01-2023 17:31:41, 53, 24, 61, 100, 0
23-01-2023 17:31:43, 54, 24, 61, 68, 0
23-01-2023 17:31:46, 54, 24, 61, 1, 0
23-01-2023 17:31:49, 54, 24, 61, 100, 0
23-01-2023 17:31:51, 55, 24, 61, 0, 40
23-01-2023 17:31:54, 55, 24, 61, 94, 0
23-01-2023 17:31:56, 56, 24, 61, 6, 0
23-01-2023 17:31:59, 56, 24, 61, 46, 0
23-01-2023 17:32:01, 56, 24, 61, 64, 0
23-01-2023 17:32:04, 57, 24, 61, 0, 40
23-01-2023 17:32:07, 57, 24, 61, 0, 40
23-01-2023 17:32:09, 57, 24, 61, 84, 0
23-01-2023 17:32:12, 57, 24, 61, 53, 0
23-01-2023 17:32:14, 57, 24, 61, 100, 0
23-01-2023 17:32:17, 58, 24, 61, 75, 0
23-01-2023 17:32:20, 58, 24, 63, 100, 0
23-01-2023 17:32:22, 58, 24, 63, 96, 0
23-01-2023 17:32:25, 58, 24, 63, 10, 0
23-01-2023 17:32:28, 59, 24, 63, 26, 0
23-01-2023 17:32:30, 59, 24, 63, 43, 0
23-01-2023 17:32:33, 59, 24, 63, 0, 40
23-01-2023 17:32:36, 59, 24, 63, 100, 0
23-01-2023 17:32:38, 60, 24, 63, 0, 100
23-01-2023 17:32:41, 60, 24, 63, 60, 0
23-01-2023 17:32:44, 60, 24, 63, 100, 0
23-01-2023 17:32:46, 60, 24, 63, 100, 0
23-01-2023 17:32:49, 60, 24, 63, 100, 0
23-01-2023 17:32:52, 60, 24, 63, 63, 0
23-01-2023 17:32:54, 60, 24, 63, 86, 0
23-01-2023 17:32:57, 60, 24, 63, 4, 0
23-01-2023 17:33:00, 60, 24, 63, 0, 40
23-01-2023 17:33:02, 61, 24, 63, 43, 0
23-01-2023 17:33:05, 61, 24, 63, 0, 40
23-01-2023 17:33:08, 61, 24, 63, 100, 0
23-01-2023 17:33:10, 61, 24, 63, 100, 0
23-01-2023 17:33:13, 61, 24, 63, 100, 0
23-01-2023 17:33:16, 61, 24, 63, 93, 0
23-01-2023 17:33:18, 61, 24, 54, 0, 100
23-01-2023 17:33:21, 61, 24, 54, 0, 100
23-01-2023 17:33:24, 61, 24, 54, 0, 100
23-01-2023 17:33:26, 60, 24, 54, 0, 76
23-01-2023 17:33:29, 60, 24, 54, 64, 0
23-01-2023 17:33:32, 59, 24, 54, 100, 0
23-01-2023 17:33:34, 59, 24, 54, 0, 40
23-01-2023 17:33:37, 59, 24, 54, 0, 40
23-01-2023 17:33:40, 58, 24, 54, 5, 0
23-01-2023 17:33:42, 58, 24, 54, 0, 40
23-01-2023 17:33:45, 58, 24, 54, 47, 0
23-01-2023 17:33:48, 57, 24, 54, 85, 0
23-01-2023 17:33:50, 57, 24, 54, 0, 40
23-01-2023 17:33:53, 57, 24, 54, 48, 0
23-01-2023 17:33:56, 56, 24, 54, 57, 0
23-01-2023 17:33:58, 56, 24, 54, 12, 0
23-01-2023 17:34:01, 56, 24, 54, 45, 0
23-01-2023 17:34:03, 56, 24, 54, 0, 40
23-01-2023 17:34:06, 56, 24, 54, 0, 40
23-01-2023 17:34:08, 56, 24, 54, 30, 0
23-01-2023 17:34:11, 56, 24, 54, 8, 0
23-01-2023 17:34:13, 55, 24, 54, 100, 0
23-01-2023 17:34:16, 55, 24, 54, 50, 0
23-01-2023 17:34:18, 55, 24, 33, 0, 100
23-01-2023 17:34:21, 55, 24, 33, 0, 100
23-01-2023 17:34:24, 55, 24, 33, 0, 100
23-01-2023 17:34:26, 54, 24, 33, 0, 100
23-01-2023 17:34:29, 54, 24, 33, 0, 100
23-01-2023 17:34:31, 53, 24, 33, 0, 100
23-01-2023 17:34:34, 52, 24, 33, 0, 100
23-01-2023 17:34:36, 52, 24, 33, 0, 100
23-01-2023 17:34:39, 51, 24, 33, 0, 100
23-01-2023 17:34:42, 51, 24, 33, 0, 100
23-01-2023 17:34:44, 50, 24, 33, 0, 40
23-01-2023 17:34:47, 49, 24, 33, 0, 100
23-01-2023 17:34:49, 49, 24, 33, 0, 100
23-01-2023 17:34:52, 48, 24, 33, 0, 100
23-01-2023 17:34:54, 48, 24, 33, 0, 100
23-01-2023 17:34:57, 47, 24, 33, 11, 0
23-01-2023 17:35:00, 46, 24, 33, 0, 100
23-01-2023 17:35:02, 46, 24, 33, 0, 100
23-01-2023 17:35:05, 45, 24, 33, 14, 0
23-01-2023 17:35:08, 44, 24, 33, 0, 90
23-01-2023 17:35:10, 44, 24, 33, 0, 100
23-01-2023 17:35:13, 44, 24, 33, 11, 0
23-01-2023 17:35:16, 43, 24, 33, 0, 43
23-01-2023 17:35:18, 42, 24, 33, 0, 76
23-01-2023 17:35:21, 42, 24, 33, 0, 100
23-01-2023 17:35:24, 42, 24, 33, 0, 51
23-01-2023 17:35:26, 41, 24, 33, 0, 40
23-01-2023 17:35:29, 41, 24, 33, 0, 100
23-01-2023 17:35:31, 40, 24, 33, 46, 0
23-01-2023 17:35:34, 40, 24, 33, 0, 100
23-01-2023 17:35:36, 39, 24, 33, 21, 0
23-01-2023 17:35:39, 39, 24, 33, 38, 0
23-01-2023 17:35:42, 38, 24, 33, 0, 100
23-01-2023 17:35:44, 38, 24, 33, 6, 0

